"date","sunrise","sunset","day_length"
2015-04-09,"2015-04-09T13:31:53+00:00","2015-04-10T02:25:35+00:00","46422"
2015-04-10,"2015-04-10T13:30:32+00:00","2015-04-11T02:26:24+00:00","46552"
2015-04-11,"2015-04-11T13:29:12+00:00","2015-04-12T02:27:13+00:00","46681"
2015-04-12,"2015-04-12T13:27:52+00:00","2015-04-13T02:28:02+00:00","46810"
2015-04-13,"2015-04-13T13:26:32+00:00","2015-04-14T02:28:51+00:00","46939"
2015-04-14,"2015-04-14T13:25:13+00:00","2015-04-15T02:29:40+00:00","47067"
2015-04-15,"2015-04-15T13:23:55+00:00","2015-04-16T02:30:30+00:00","47195"
2015-04-16,"2015-04-16T13:22:38+00:00","2015-04-17T02:31:19+00:00","47321"
2015-04-17,"2015-04-17T13:21:21+00:00","2015-04-18T02:32:08+00:00","47447"
2015-04-18,"2015-04-18T13:20:05+00:00","2015-04-19T02:32:58+00:00","47573"
2015-04-19,"2015-04-19T13:18:49+00:00","2015-04-20T02:33:47+00:00","47698"
2015-04-20,"2015-04-20T13:17:35+00:00","2015-04-21T02:34:37+00:00","47822"
2015-04-21,"2015-04-21T13:16:21+00:00","2015-04-22T02:35:27+00:00","47946"
2015-04-22,"2015-04-22T13:15:08+00:00","2015-04-23T02:36:16+00:00","48068"
2015-04-23,"2015-04-23T13:13:56+00:00","2015-04-24T02:37:06+00:00","48190"
2015-04-24,"2015-04-24T13:12:45+00:00","2015-04-25T02:37:56+00:00","48311"
2015-04-25,"2015-04-25T13:11:35+00:00","2015-04-26T02:38:46+00:00","48431"
2015-04-26,"2015-04-26T13:10:26+00:00","2015-04-27T02:39:35+00:00","48549"
2015-04-27,"2015-04-27T13:09:18+00:00","2015-04-28T02:40:25+00:00","48667"
2015-04-28,"2015-04-28T13:08:10+00:00","2015-04-29T02:41:15+00:00","48785"
2015-04-29,"2015-04-29T13:07:04+00:00","2015-04-30T02:42:05+00:00","48901"
2015-04-30,"2015-04-30T13:05:59+00:00","2015-05-01T02:42:55+00:00","49016"
2015-05-01,"2015-05-01T13:04:55+00:00","2015-05-02T02:43:45+00:00","49130"
2015-05-02,"2015-05-02T13:03:52+00:00","2015-05-03T02:44:34+00:00","49242"
2015-05-03,"2015-05-03T13:02:50+00:00","2015-05-04T02:45:24+00:00","49354"
2015-05-04,"2015-05-04T13:01:50+00:00","2015-05-05T02:46:14+00:00","49464"
2015-05-05,"2015-05-05T13:00:50+00:00","2015-05-06T02:47:03+00:00","49573"
2015-05-06,"2015-05-06T12:59:52+00:00","2015-05-07T02:47:53+00:00","49681"
2015-05-07,"2015-05-07T12:58:55+00:00","2015-05-08T02:48:42+00:00","49787"
2015-05-08,"2015-05-08T12:58:00+00:00","2015-05-09T02:49:32+00:00","49892"
2015-05-09,"2015-05-09T12:57:05+00:00","2015-05-10T02:50:21+00:00","49996"
2015-05-10,"2015-05-10T12:56:12+00:00","2015-05-11T02:51:09+00:00","50097"
2015-05-11,"2015-05-11T12:55:21+00:00","2015-05-12T02:51:58+00:00","50197"
2015-05-12,"2015-05-12T12:54:30+00:00","2015-05-13T02:52:47+00:00","50297"
2015-05-13,"2015-05-13T12:53:41+00:00","2015-05-14T02:53:35+00:00","50394"
2015-05-14,"2015-05-14T12:52:54+00:00","2015-05-15T02:54:23+00:00","50489"
2015-05-15,"2015-05-15T12:52:08+00:00","2015-05-16T02:55:10+00:00","50582"
2015-05-16,"2015-05-16T12:51:23+00:00","2015-05-17T02:55:58+00:00","50675"
2015-05-17,"2015-05-17T12:50:40+00:00","2015-05-18T02:56:44+00:00","50764"
2015-05-18,"2015-05-18T12:49:59+00:00","2015-05-19T02:57:31+00:00","50852"
2015-05-19,"2015-05-19T12:49:19+00:00","2015-05-20T02:58:17+00:00","50938"
2015-05-20,"2015-05-20T12:48:40+00:00","2015-05-21T02:59:03+00:00","51023"
2015-05-21,"2015-05-21T12:48:03+00:00","2015-05-22T02:59:48+00:00","51105"
2015-05-22,"2015-05-22T12:47:28+00:00","2015-05-23T03:00:32+00:00","51184"
2015-05-23,"2015-05-23T12:46:54+00:00","2015-05-24T03:01:17+00:00","51263"
2015-05-24,"2015-05-24T12:46:22+00:00","2015-05-25T03:02:00+00:00","51338"
2015-05-25,"2015-05-25T12:45:51+00:00","2015-05-26T03:02:43+00:00","51412"
2015-05-26,"2015-05-26T12:45:22+00:00","2015-05-27T03:03:25+00:00","51483"
2015-05-27,"2015-05-27T12:44:55+00:00","2015-05-28T03:04:07+00:00","51552"
2015-05-28,"2015-05-28T12:44:29+00:00","2015-05-29T03:04:47+00:00","51618"
2015-05-29,"2015-05-29T12:44:05+00:00","2015-05-30T03:05:27+00:00","51682"
2015-05-30,"2015-05-30T12:43:43+00:00","2015-05-31T03:06:07+00:00","51744"
2015-05-31,"2015-05-31T12:43:22+00:00","2015-06-01T03:06:45+00:00","51803"
2015-06-01,"2015-06-01T12:43:03+00:00","2015-06-02T03:07:23+00:00","51860"
2015-06-02,"2015-06-02T12:42:46+00:00","2015-06-03T03:07:59+00:00","51913"
2015-06-03,"2015-06-03T12:42:30+00:00","2015-06-04T03:08:35+00:00","51965"
2015-06-04,"2015-06-04T12:42:16+00:00","2015-06-05T03:09:10+00:00","52014"
2015-06-05,"2015-06-05T12:42:04+00:00","2015-06-06T03:09:43+00:00","52059"
2015-06-06,"2015-06-06T12:41:53+00:00","2015-06-07T03:10:16+00:00","52103"
2015-06-07,"2015-06-07T12:41:44+00:00","2015-06-08T03:10:47+00:00","52143"
2015-06-08,"2015-06-08T12:41:37+00:00","2015-06-09T03:11:18+00:00","52181"
2015-06-09,"2015-06-09T12:41:31+00:00","2015-06-10T03:11:47+00:00","52216"
2015-06-10,"2015-06-10T12:41:27+00:00","2015-06-11T03:12:15+00:00","52248"
2015-06-11,"2015-06-11T12:41:25+00:00","2015-06-12T03:12:42+00:00","52277"
2015-06-12,"2015-06-12T12:41:24+00:00","2015-06-13T03:13:07+00:00","52303"
2015-06-13,"2015-06-13T12:41:25+00:00","2015-06-14T03:13:32+00:00","52327"
2015-06-14,"2015-06-14T12:41:28+00:00","2015-06-15T03:13:55+00:00","52347"
2015-06-15,"2015-06-15T12:41:32+00:00","2015-06-16T03:14:16+00:00","52364"
2015-06-16,"2015-06-16T12:41:38+00:00","2015-06-17T03:14:36+00:00","52378"
2015-06-17,"2015-06-17T12:41:45+00:00","2015-06-18T03:14:55+00:00","52390"
2015-06-18,"2015-06-18T12:41:54+00:00","2015-06-19T03:15:12+00:00","52398"
2015-06-19,"2015-06-19T12:42:04+00:00","2015-06-20T03:15:28+00:00","52404"
2015-06-20,"2015-06-20T12:42:16+00:00","2015-06-21T03:15:43+00:00","52407"
2015-06-21,"2015-06-21T12:42:29+00:00","2015-06-22T03:15:55+00:00","52406"
2015-06-22,"2015-06-22T12:42:44+00:00","2015-06-23T03:16:07+00:00","52403"
2015-06-23,"2015-06-23T12:43:00+00:00","2015-06-24T03:16:16+00:00","52396"
2015-06-24,"2015-06-24T12:43:17+00:00","2015-06-25T03:16:25+00:00","52388"
2015-06-25,"2015-06-25T12:43:36+00:00","2015-06-26T03:16:31+00:00","52375"
2015-06-26,"2015-06-26T12:43:57+00:00","2015-06-27T03:16:36+00:00","52359"
2015-06-27,"2015-06-27T12:44:18+00:00","2015-06-28T03:16:39+00:00","52341"
2015-06-28,"2015-06-28T12:44:41+00:00","2015-06-29T03:16:41+00:00","52320"
2015-06-29,"2015-06-29T12:45:05+00:00","2015-06-30T03:16:41+00:00","52296"
2015-06-30,"2015-06-30T12:45:30+00:00","2015-07-01T03:16:39+00:00","52269"
2015-07-01,"2015-07-01T12:45:57+00:00","2015-07-02T03:16:36+00:00","52239"
2015-07-02,"2015-07-02T12:46:25+00:00","2015-07-03T03:16:31+00:00","52206"
2015-07-03,"2015-07-03T12:46:53+00:00","2015-07-04T03:16:24+00:00","52171"
2015-07-04,"2015-07-04T12:47:23+00:00","2015-07-05T03:16:15+00:00","52132"
2015-07-05,"2015-07-05T12:47:54+00:00","2015-07-06T03:16:05+00:00","52091"
2015-07-06,"2015-07-06T12:48:26+00:00","2015-07-07T03:15:53+00:00","52047"
2015-07-07,"2015-07-07T12:48:59+00:00","2015-07-08T03:15:39+00:00","52000"
2015-07-08,"2015-07-08T12:49:32+00:00","2015-07-09T03:15:24+00:00","51952"
2015-07-09,"2015-07-09T12:50:07+00:00","2015-07-10T03:15:07+00:00","51900"
2015-07-10,"2015-07-10T12:50:43+00:00","2015-07-11T03:14:48+00:00","51845"
2015-07-11,"2015-07-11T12:51:19+00:00","2015-07-12T03:14:28+00:00","51789"
2015-07-12,"2015-07-12T12:51:56+00:00","2015-07-13T03:14:05+00:00","51729"
2015-07-13,"2015-07-13T12:52:34+00:00","2015-07-14T03:13:41+00:00","51667"
2015-07-14,"2015-07-14T12:53:13+00:00","2015-07-15T03:13:16+00:00","51603"
2015-07-15,"2015-07-15T12:53:52+00:00","2015-07-16T03:12:49+00:00","51537"
2015-07-16,"2015-07-16T12:54:32+00:00","2015-07-17T03:12:20+00:00","51468"
2015-07-17,"2015-07-17T12:55:12+00:00","2015-07-18T03:11:49+00:00","51397"
2015-07-18,"2015-07-18T12:55:53+00:00","2015-07-19T03:11:17+00:00","51324"
2015-07-19,"2015-07-19T12:56:35+00:00","2015-07-20T03:10:43+00:00","51248"
2015-07-20,"2015-07-20T12:57:17+00:00","2015-07-21T03:10:07+00:00","51170"
2015-07-21,"2015-07-21T12:58:00+00:00","2015-07-22T03:09:30+00:00","51090"
2015-07-22,"2015-07-22T12:58:43+00:00","2015-07-23T03:08:51+00:00","51008"
2015-07-23,"2015-07-23T12:59:26+00:00","2015-07-24T03:08:11+00:00","50925"
2015-07-24,"2015-07-24T13:00:10+00:00","2015-07-25T03:07:29+00:00","50839"
2015-07-25,"2015-07-25T13:00:55+00:00","2015-07-26T03:06:46+00:00","50751"
2015-07-26,"2015-07-26T13:01:39+00:00","2015-07-27T03:06:01+00:00","50662"
2015-07-27,"2015-07-27T13:02:24+00:00","2015-07-28T03:05:14+00:00","50570"
2015-07-28,"2015-07-28T13:03:09+00:00","2015-07-29T03:04:26+00:00","50477"
2015-07-29,"2015-07-29T13:03:54+00:00","2015-07-30T03:03:37+00:00","50383"
2015-07-30,"2015-07-30T13:04:40+00:00","2015-07-31T03:02:46+00:00","50286"
2015-07-31,"2015-07-31T13:05:26+00:00","2015-08-01T03:01:54+00:00","50188"
2015-08-01,"2015-08-01T13:06:12+00:00","2015-08-02T03:01:00+00:00","50088"
2015-08-02,"2015-08-02T13:06:58+00:00","2015-08-03T03:00:06+00:00","49988"
2015-08-03,"2015-08-03T13:07:44+00:00","2015-08-04T02:59:09+00:00","49885"
2015-08-04,"2015-08-04T13:08:30+00:00","2015-08-05T02:58:12+00:00","49782"
2015-08-05,"2015-08-05T13:09:17+00:00","2015-08-06T02:57:13+00:00","49676"
2015-08-06,"2015-08-06T13:10:03+00:00","2015-08-07T02:56:13+00:00","49570"
2015-08-07,"2015-08-07T13:10:50+00:00","2015-08-08T02:55:11+00:00","49461"
2015-08-08,"2015-08-08T13:11:36+00:00","2015-08-09T02:54:09+00:00","49353"
2015-08-09,"2015-08-09T13:12:23+00:00","2015-08-10T02:53:05+00:00","49242"
2015-08-10,"2015-08-10T13:13:09+00:00","2015-08-11T02:52:00+00:00","49131"
2015-08-11,"2015-08-11T13:13:56+00:00","2015-08-12T02:50:54+00:00","49018"
2015-08-12,"2015-08-12T13:14:42+00:00","2015-08-13T02:49:47+00:00","48905"
2015-08-13,"2015-08-13T13:15:29+00:00","2015-08-14T02:48:39+00:00","48790"
2015-08-14,"2015-08-14T13:16:15+00:00","2015-08-15T02:47:30+00:00","48675"
2015-08-15,"2015-08-15T13:17:01+00:00","2015-08-16T02:46:19+00:00","48558"
2015-08-16,"2015-08-16T13:17:48+00:00","2015-08-17T02:45:08+00:00","48440"
2015-08-17,"2015-08-17T13:18:34+00:00","2015-08-18T02:43:56+00:00","48322"
2015-08-18,"2015-08-18T13:19:20+00:00","2015-08-19T02:42:43+00:00","48203"
2015-08-19,"2015-08-19T13:20:06+00:00","2015-08-20T02:41:29+00:00","48083"
2015-08-20,"2015-08-20T13:20:52+00:00","2015-08-21T02:40:14+00:00","47962"
2015-08-21,"2015-08-21T13:21:38+00:00","2015-08-22T02:38:58+00:00","47840"
2015-08-22,"2015-08-22T13:22:24+00:00","2015-08-23T02:37:42+00:00","47718"
2015-08-23,"2015-08-23T13:23:10+00:00","2015-08-24T02:36:25+00:00","47595"
2015-08-24,"2015-08-24T13:23:55+00:00","2015-08-25T02:35:06+00:00","47471"
2015-08-25,"2015-08-25T13:24:41+00:00","2015-08-26T02:33:48+00:00","47347"
2015-08-26,"2015-08-26T13:25:26+00:00","2015-08-27T02:32:28+00:00","47222"
2015-08-27,"2015-08-27T13:26:12+00:00","2015-08-28T02:31:08+00:00","47096"
2015-08-28,"2015-08-28T13:26:57+00:00","2015-08-29T02:29:47+00:00","46970"
2015-08-29,"2015-08-29T13:27:42+00:00","2015-08-30T02:28:26+00:00","46844"
2015-08-30,"2015-08-30T13:28:27+00:00","2015-08-31T02:27:04+00:00","46717"
2015-08-31,"2015-08-31T13:29:12+00:00","2015-09-01T02:25:41+00:00","46589"
2015-09-01,"2015-09-01T13:29:57+00:00","2015-09-02T02:24:18+00:00","46461"
2015-09-02,"2015-09-02T13:30:42+00:00","2015-09-03T02:22:54+00:00","46332"
2015-09-03,"2015-09-03T13:31:27+00:00","2015-09-04T02:21:30+00:00","46203"
2015-09-04,"2015-09-04T13:32:12+00:00","2015-09-05T02:20:05+00:00","46073"
2015-09-05,"2015-09-05T13:32:57+00:00","2015-09-06T02:18:41+00:00","45944"
2015-09-06,"2015-09-06T13:33:41+00:00","2015-09-07T02:17:15+00:00","45814"
2015-09-07,"2015-09-07T13:34:26+00:00","2015-09-08T02:15:49+00:00","45683"
2015-09-08,"2015-09-08T13:35:11+00:00","2015-09-09T02:14:23+00:00","45552"
2015-09-09,"2015-09-09T13:35:55+00:00","2015-09-10T02:12:57+00:00","45422"
2015-09-10,"2015-09-10T13:36:40+00:00","2015-09-11T02:11:30+00:00","45290"
2015-09-11,"2015-09-11T13:37:24+00:00","2015-09-12T02:10:04+00:00","45160"
2015-09-12,"2015-09-12T13:38:09+00:00","2015-09-13T02:08:37+00:00","45028"
2015-09-13,"2015-09-13T13:38:54+00:00","2015-09-14T02:07:09+00:00","44895"
2015-09-14,"2015-09-14T13:39:38+00:00","2015-09-15T02:05:42+00:00","44764"
2015-09-15,"2015-09-15T13:40:23+00:00","2015-09-16T02:04:14+00:00","44631"
2015-09-16,"2015-09-16T13:41:08+00:00","2015-09-17T02:02:47+00:00","44499"
2015-09-17,"2015-09-17T13:41:53+00:00","2015-09-18T02:01:19+00:00","44366"
2015-09-18,"2015-09-18T13:42:38+00:00","2015-09-19T01:59:51+00:00","44233"
2015-09-19,"2015-09-19T13:43:23+00:00","2015-09-20T01:58:23+00:00","44100"
2015-09-20,"2015-09-20T13:44:08+00:00","2015-09-21T01:56:56+00:00","43968"
2015-09-21,"2015-09-21T13:44:53+00:00","2015-09-22T01:55:28+00:00","43835"
2015-09-22,"2015-09-22T13:45:38+00:00","2015-09-23T01:54:00+00:00","43702"
2015-09-23,"2015-09-23T13:46:24+00:00","2015-09-24T01:52:33+00:00","43569"
2015-09-24,"2015-09-24T13:47:10+00:00","2015-09-25T01:51:05+00:00","43435"
2015-09-25,"2015-09-25T13:47:55+00:00","2015-09-26T01:49:38+00:00","43303"
2015-09-26,"2015-09-26T13:48:41+00:00","2015-09-27T01:48:11+00:00","43170"
2015-09-27,"2015-09-27T13:49:28+00:00","2015-09-28T01:46:44+00:00","43036"
2015-09-28,"2015-09-28T13:50:14+00:00","2015-09-29T01:45:17+00:00","42903"
2015-09-29,"2015-09-29T13:51:01+00:00","2015-09-30T01:43:51+00:00","42770"
2015-09-30,"2015-09-30T13:51:48+00:00","2015-10-01T01:42:25+00:00","42637"
2015-10-01,"2015-10-01T13:52:35+00:00","2015-10-02T01:40:59+00:00","42504"
2015-10-02,"2015-10-02T13:53:22+00:00","2015-10-03T01:39:34+00:00","42372"
2015-10-03,"2015-10-03T13:54:09+00:00","2015-10-04T01:38:09+00:00","42240"
2015-10-04,"2015-10-04T13:54:57+00:00","2015-10-05T01:36:45+00:00","42108"
2015-10-05,"2015-10-05T13:55:45+00:00","2015-10-06T01:35:20+00:00","41975"
2015-10-06,"2015-10-06T13:56:34+00:00","2015-10-07T01:33:57+00:00","41843"
2015-10-07,"2015-10-07T13:57:22+00:00","2015-10-08T01:32:34+00:00","41712"
2015-10-08,"2015-10-08T13:58:11+00:00","2015-10-09T01:31:11+00:00","41580"
2015-10-09,"2015-10-09T13:59:01+00:00","2015-10-10T01:29:49+00:00","41448"
2015-10-10,"2015-10-10T13:59:50+00:00","2015-10-11T01:28:28+00:00","41318"
2015-10-11,"2015-10-11T14:00:40+00:00","2015-10-12T01:27:07+00:00","41187"
2015-10-12,"2015-10-12T14:01:31+00:00","2015-10-13T01:25:47+00:00","41056"
2015-10-13,"2015-10-13T14:02:21+00:00","2015-10-14T01:24:28+00:00","40927"
2015-10-14,"2015-10-14T14:03:12+00:00","2015-10-15T01:23:09+00:00","40797"
2015-10-15,"2015-10-15T14:04:03+00:00","2015-10-16T01:21:51+00:00","40668"
2015-10-16,"2015-10-16T14:04:55+00:00","2015-10-17T01:20:34+00:00","40539"
2015-10-17,"2015-10-17T14:05:47+00:00","2015-10-18T01:19:18+00:00","40411"
2015-10-18,"2015-10-18T14:06:39+00:00","2015-10-19T01:18:03+00:00","40284"
2015-10-19,"2015-10-19T14:07:32+00:00","2015-10-20T01:16:48+00:00","40156"
2015-10-20,"2015-10-20T14:08:25+00:00","2015-10-21T01:15:35+00:00","40030"
2015-10-21,"2015-10-21T14:09:19+00:00","2015-10-22T01:14:22+00:00","39903"
2015-10-22,"2015-10-22T14:10:13+00:00","2015-10-23T01:13:10+00:00","39777"
2015-10-23,"2015-10-23T14:11:07+00:00","2015-10-24T01:12:00+00:00","39653"
2015-10-24,"2015-10-24T14:12:01+00:00","2015-10-25T01:10:50+00:00","39529"
2015-10-25,"2015-10-25T14:12:56+00:00","2015-10-26T01:09:42+00:00","39406"
2015-10-26,"2015-10-26T14:13:51+00:00","2015-10-27T01:08:34+00:00","39283"
2015-10-27,"2015-10-27T14:14:47+00:00","2015-10-28T01:07:28+00:00","39161"
2015-10-28,"2015-10-28T14:15:43+00:00","2015-10-29T01:06:23+00:00","39040"
2015-10-29,"2015-10-29T14:16:39+00:00","2015-10-30T01:05:19+00:00","38920"
2015-10-30,"2015-10-30T14:17:36+00:00","2015-10-31T01:04:16+00:00","38800"
2015-10-31,"2015-10-31T14:18:33+00:00","2015-11-01T01:03:15+00:00","38682"
2015-11-01,"2015-11-01T14:19:30+00:00","2015-11-02T01:02:15+00:00","38565"
2015-11-02,"2015-11-02T14:20:27+00:00","2015-11-03T01:01:16+00:00","38449"
2015-11-03,"2015-11-03T14:21:25+00:00","2015-11-04T01:00:19+00:00","38334"
2015-11-04,"2015-11-04T14:22:23+00:00","2015-11-05T00:59:23+00:00","38220"
2015-11-05,"2015-11-05T14:23:21+00:00","2015-11-06T00:58:28+00:00","38107"
2015-11-06,"2015-11-06T14:24:19+00:00","2015-11-07T00:57:35+00:00","37996"
2015-11-07,"2015-11-07T14:25:18+00:00","2015-11-08T00:56:43+00:00","37885"
2015-11-08,"2015-11-08T14:26:17+00:00","2015-11-09T00:55:53+00:00","37776"
2015-11-09,"2015-11-09T14:27:16+00:00","2015-11-10T00:55:04+00:00","37668"
2015-11-10,"2015-11-10T14:28:15+00:00","2015-11-11T00:54:17+00:00","37562"
2015-11-11,"2015-11-11T14:29:14+00:00","2015-11-12T00:53:32+00:00","37458"
2015-11-12,"2015-11-12T14:30:13+00:00","2015-11-13T00:52:48+00:00","37355"
2015-11-13,"2015-11-13T14:31:12+00:00","2015-11-14T00:52:06+00:00","37254"
2015-11-14,"2015-11-14T14:32:12+00:00","2015-11-15T00:51:25+00:00","37153"
2015-11-15,"2015-11-15T14:33:11+00:00","2015-11-16T00:50:47+00:00","37056"
2015-11-16,"2015-11-16T14:34:10+00:00","2015-11-17T00:50:10+00:00","36960"
2015-11-17,"2015-11-17T14:35:09+00:00","2015-11-18T00:49:34+00:00","36865"
2015-11-18,"2015-11-18T14:36:08+00:00","2015-11-19T00:49:01+00:00","36773"
2015-11-19,"2015-11-19T14:37:07+00:00","2015-11-20T00:48:29+00:00","36682"
2015-11-20,"2015-11-20T14:38:06+00:00","2015-11-21T00:47:59+00:00","36593"
2015-11-21,"2015-11-21T14:39:04+00:00","2015-11-22T00:47:31+00:00","36507"
2015-11-22,"2015-11-22T14:40:02+00:00","2015-11-23T00:47:05+00:00","36423"
2015-11-23,"2015-11-23T14:41:00+00:00","2015-11-24T00:46:41+00:00","36341"
2015-11-24,"2015-11-24T14:41:58+00:00","2015-11-25T00:46:18+00:00","36260"
2015-11-25,"2015-11-25T14:42:55+00:00","2015-11-26T00:45:58+00:00","36183"
2015-11-26,"2015-11-26T14:43:52+00:00","2015-11-27T00:45:39+00:00","36107"
2015-11-27,"2015-11-27T14:44:48+00:00","2015-11-28T00:45:23+00:00","36035"
2015-11-28,"2015-11-28T14:45:43+00:00","2015-11-29T00:45:08+00:00","35965"
2015-11-29,"2015-11-29T14:46:38+00:00","2015-11-30T00:44:55+00:00","35897"
2015-11-30,"2015-11-30T14:47:33+00:00","2015-12-01T00:44:44+00:00","35831"
2015-12-01,"2015-12-01T14:48:27+00:00","2015-12-02T00:44:36+00:00","35769"
2015-12-02,"2015-12-02T14:49:20+00:00","2015-12-03T00:44:29+00:00","35709"
2015-12-03,"2015-12-03T14:50:12+00:00","2015-12-04T00:44:24+00:00","35652"
2015-12-04,"2015-12-04T14:51:03+00:00","2015-12-05T00:44:21+00:00","35598"
2015-12-05,"2015-12-05T14:51:54+00:00","2015-12-06T00:44:20+00:00","35546"
2015-12-06,"2015-12-06T14:52:44+00:00","2015-12-07T00:44:22+00:00","35498"
2015-12-07,"2015-12-07T14:53:32+00:00","2015-12-08T00:44:25+00:00","35453"
2015-12-08,"2015-12-08T14:54:20+00:00","2015-12-09T00:44:30+00:00","35410"
2015-12-09,"2015-12-09T14:55:07+00:00","2015-12-10T00:44:37+00:00","35370"
2015-12-10,"2015-12-10T14:55:52+00:00","2015-12-11T00:44:46+00:00","35334"
2015-12-11,"2015-12-11T14:56:37+00:00","2015-12-12T00:44:57+00:00","35300"
2015-12-12,"2015-12-12T14:57:20+00:00","2015-12-13T00:45:09+00:00","35269"
2015-12-13,"2015-12-13T14:58:02+00:00","2015-12-14T00:45:24+00:00","35242"
2015-12-14,"2015-12-14T14:58:43+00:00","2015-12-15T00:45:41+00:00","35218"
2015-12-15,"2015-12-15T14:59:22+00:00","2015-12-16T00:45:59+00:00","35197"
2015-12-16,"2015-12-16T15:00:00+00:00","2015-12-17T00:46:20+00:00","35180"
2015-12-17,"2015-12-17T15:00:36+00:00","2015-12-18T00:46:42+00:00","35166"
2015-12-18,"2015-12-18T15:01:11+00:00","2015-12-19T00:47:06+00:00","35155"
2015-12-19,"2015-12-19T15:01:45+00:00","2015-12-20T00:47:32+00:00","35147"
2015-12-20,"2015-12-20T15:02:17+00:00","2015-12-21T00:47:59+00:00","35142"
2015-12-21,"2015-12-21T15:02:47+00:00","2015-12-22T00:48:29+00:00","35142"
2015-12-22,"2015-12-22T15:03:16+00:00","2015-12-23T00:48:59+00:00","35143"
2015-12-23,"2015-12-23T15:03:43+00:00","2015-12-24T00:49:32+00:00","35149"
2015-12-24,"2015-12-24T15:04:09+00:00","2015-12-25T00:50:06+00:00","35157"
2015-12-25,"2015-12-25T15:04:32+00:00","2015-12-26T00:50:42+00:00","35170"
2015-12-26,"2015-12-26T15:04:54+00:00","2015-12-27T00:51:19+00:00","35185"
2015-12-27,"2015-12-27T15:05:15+00:00","2015-12-28T00:51:58+00:00","35203"
2015-12-28,"2015-12-28T15:05:33+00:00","2015-12-29T00:52:38+00:00","35225"
2015-12-29,"2015-12-29T15:05:50+00:00","2015-12-30T00:53:20+00:00","35250"
2015-12-30,"2015-12-30T15:06:05+00:00","2015-12-31T00:54:03+00:00","35278"
2015-12-31,"2015-12-31T15:06:18+00:00","2016-01-01T00:54:47+00:00","35309"
2016-01-01,"2016-01-01T15:06:29+00:00","2016-01-02T00:55:32+00:00","35343"
2016-01-02,"2016-01-02T15:06:38+00:00","2016-01-03T00:56:19+00:00","35381"
2016-01-03,"2016-01-03T15:06:45+00:00","2016-01-04T00:57:07+00:00","35422"
2016-01-04,"2016-01-04T15:06:50+00:00","2016-01-05T00:57:56+00:00","35466"
2016-01-05,"2016-01-05T15:06:54+00:00","2016-01-06T00:58:46+00:00","35512"
2016-01-06,"2016-01-06T15:06:55+00:00","2016-01-07T00:59:37+00:00","35562"
2016-01-07,"2016-01-07T15:06:55+00:00","2016-01-08T01:00:30+00:00","35615"
2016-01-08,"2016-01-08T15:06:52+00:00","2016-01-09T01:01:23+00:00","35671"
2016-01-09,"2016-01-09T15:06:48+00:00","2016-01-10T01:02:17+00:00","35729"
2016-01-10,"2016-01-10T15:06:42+00:00","2016-01-11T01:03:11+00:00","35789"
2016-01-11,"2016-01-11T15:06:34+00:00","2016-01-12T01:04:07+00:00","35853"
2016-01-12,"2016-01-12T15:06:23+00:00","2016-01-13T01:05:03+00:00","35920"
2016-01-13,"2016-01-13T15:06:11+00:00","2016-01-14T01:06:00+00:00","35989"
2016-01-14,"2016-01-14T15:05:57+00:00","2016-01-15T01:06:58+00:00","36061"
2016-01-15,"2016-01-15T15:05:41+00:00","2016-01-16T01:07:56+00:00","36135"
2016-01-16,"2016-01-16T15:05:24+00:00","2016-01-17T01:08:55+00:00","36211"
2016-01-17,"2016-01-17T15:05:04+00:00","2016-01-18T01:09:54+00:00","36290"
2016-01-18,"2016-01-18T15:04:42+00:00","2016-01-19T01:10:54+00:00","36372"
2016-01-19,"2016-01-19T15:04:19+00:00","2016-01-20T01:11:54+00:00","36455"
2016-01-20,"2016-01-20T15:03:54+00:00","2016-01-21T01:12:55+00:00","36541"
2016-01-21,"2016-01-21T15:03:26+00:00","2016-01-22T01:13:56+00:00","36630"
2016-01-22,"2016-01-22T15:02:57+00:00","2016-01-23T01:14:57+00:00","36720"
2016-01-23,"2016-01-23T15:02:27+00:00","2016-01-24T01:15:58+00:00","36811"
2016-01-24,"2016-01-24T15:01:54+00:00","2016-01-25T01:17:00+00:00","36906"
2016-01-25,"2016-01-25T15:01:20+00:00","2016-01-26T01:18:01+00:00","37001"
2016-01-26,"2016-01-26T15:00:44+00:00","2016-01-27T01:19:03+00:00","37099"
2016-01-27,"2016-01-27T15:00:06+00:00","2016-01-28T01:20:05+00:00","37199"
2016-01-28,"2016-01-28T14:59:27+00:00","2016-01-29T01:21:07+00:00","37300"
2016-01-29,"2016-01-29T14:58:46+00:00","2016-01-30T01:22:10+00:00","37404"
2016-01-30,"2016-01-30T14:58:03+00:00","2016-01-31T01:23:12+00:00","37509"
2016-01-31,"2016-01-31T14:57:18+00:00","2016-02-01T01:24:14+00:00","37616"
2016-02-01,"2016-02-01T14:56:33+00:00","2016-02-02T01:25:16+00:00","37723"
2016-02-02,"2016-02-02T14:55:45+00:00","2016-02-03T01:26:18+00:00","37833"
2016-02-03,"2016-02-03T14:54:56+00:00","2016-02-04T01:27:19+00:00","37943"
2016-02-04,"2016-02-04T14:54:06+00:00","2016-02-05T01:28:21+00:00","38055"
2016-02-05,"2016-02-05T14:53:14+00:00","2016-02-06T01:29:23+00:00","38169"
