"date","heat","cool"
2014-08-02,0,12
2014-08-03,0,9
2014-08-04,0,8
2014-08-05,0,7
2014-08-06,0,7
2014-08-07,0,8
2014-08-08,0,8
2014-08-09,0,9
2014-08-10,0,9
2014-08-11,0,9
2014-08-12,0,9
2014-08-13,0,8
2014-08-14,0,8
2014-08-15,0,10
2014-08-16,0,11
2014-08-17,0,11
2014-08-18,0,10
2014-08-19,0,6
2014-08-20,0,6
2014-08-21,0,7
2014-08-22,0,7
2014-08-23,0,6
2014-08-24,0,6
2014-08-25,0,5
2014-08-26,0,7
2014-08-27,0,9
2014-08-28,0,12
2014-08-29,0,11
2014-08-30,0,11
2014-08-31,0,10
2014-09-01,0,10
2014-09-02,0,10
2014-09-03,0,8
2014-09-04,0,7
2014-09-05,0,8
2014-09-06,0,10
2014-09-07,0,11
2014-09-08,0,8
2014-09-09,0,8
2014-09-10,0,9
2014-09-11,0,11
2014-09-12,0,12
2014-09-13,0,14
2014-09-14,0,14
2014-09-15,0,14
2014-09-16,0,14
2014-09-17,0,12
2014-09-18,0,7
2014-09-19,0,6
2014-09-20,0,6
2014-09-21,0,5
2014-09-22,0,7
2014-09-23,0,7
2014-09-24,0,8
2014-09-25,1,7
2014-09-26,1,4
2014-09-27,2,1
2014-09-28,2,0
2014-09-29,1,1
2014-09-30,0,2
2014-10-01,0,4
2014-10-02,0,7
2014-10-03,0,10
2014-10-04,0,11
2014-10-05,0,11
2014-10-06,0,10
2014-10-07,0,9
2014-10-08,0,7
2014-10-09,0,4
2014-10-10,0,4
2014-10-11,0,4
2014-10-12,0,5
2014-10-13,0,5
2014-10-14,1,2
2014-10-15,2,1
2014-10-16,2,0
2014-10-17,3,0
2014-10-18,1,0
2014-10-19,1,1
2014-10-20,2,1
2014-10-21,3,1
2014-10-22,3,2
2014-10-23,2,3
2014-10-24,1,4
2014-10-25,3,2
2014-10-26,4,0
2014-10-27,5,0
2014-10-28,3,0
2014-10-29,1,2
2014-10-30,1,1
2014-10-31,5,0
2014-11-01,10,0
2014-11-02,11,0
2014-11-03,10,0
2014-11-04,9,0
2014-11-05,3,1
2014-11-06,1,3
2014-11-07,2,2
2014-11-08,1,2
2014-11-09,1,1
2014-11-10,4,0
2014-11-11,8,0
2014-11-12,7,0
2014-11-13,9,0
2014-11-14,7,0
2014-11-15,8,0
2014-11-16,10,0
2014-11-17,9,0
2014-11-18,8,0
2014-11-19,10,0
2014-11-20,11,0
2014-11-21,11,0
2014-11-22,10,0
2014-11-23,10,0
2014-11-24,10,0
2014-11-25,8,0
2014-11-26,4,0
2014-11-27,4,1
2014-11-28,5,0
2014-11-29,9,0
2014-11-30,11,0
2014-12-01,9,0
2014-12-02,11,0
2014-12-03,8,0
2014-12-04,7,0
2014-12-05,9,0
2014-12-06,7,0
2014-12-07,8,0
2014-12-08,7,0
2014-12-09,7,0
2014-12-10,9,0
2014-12-11,9,0
2014-12-12,14,0
2014-12-13,15,0
2014-12-14,17,0
2014-12-15,17,0
2014-12-16,15,0
2014-12-17,15,0
2014-12-18,15,0
2014-12-19,15,0
2014-12-20,14,0
2014-12-21,10,0
2014-12-22,8,0
2014-12-23,6,0
2014-12-24,9,0
2014-12-25,16,0
2014-12-26,19,0
2014-12-27,20,0
2014-12-28,20,0
2014-12-29,20,0
2014-12-30,22,0
2014-12-31,23,0
2015-01-01,24,0
2015-01-02,23,0
2015-01-03,20,0
2015-01-04,17,0
2015-01-05,11,0
2015-01-06,6,0
2015-01-07,5,0
2015-01-08,7,0
2015-01-09,9,0
2015-01-10,11,0
2015-01-11,12,0
2015-01-12,12,0
2015-01-13,12,0
2015-01-14,13,0
2015-01-15,12,0
2015-01-16,12,0
2015-01-17,9,0
2015-01-18,8,0
2015-01-19,9,0
2015-01-20,12,0
2015-01-21,12,0
2015-01-22,13,0
2015-01-23,11,0
2015-01-24,8,0
2015-01-25,6,0
2015-01-26,7,0
2015-01-27,10,0
2015-01-28,9,0
2015-01-29,8,0
2015-01-30,9,0
2015-01-31,10,0
2015-02-01,9,0
2015-02-02,8,0
2015-02-03,6,0
2015-02-04,6,0
2015-02-05,6,0
2015-02-06,7,0
2015-02-07,8,0
2015-02-08,5,0
2015-02-09,6,0
2015-02-10,8,0
2015-02-11,6,0
2015-02-12,4,1
2015-02-13,3,1
2015-02-14,2,1
2015-02-15,3,0
2015-02-16,5,0
2015-02-17,7,0
2015-02-18,7,0
2015-02-19,6,0
2015-02-20,7,0
2015-02-21,10,0
2015-02-22,14,0
2015-02-23,15,0
2015-02-24,14,0
2015-02-25,12,0
2015-02-26,11,0
2015-02-27,13,0
2015-02-28,15,0
2015-03-01,16,0
2015-03-02,17,0
2015-03-03,15,0
2015-03-04,13,0
2015-03-05,10,0
2015-03-06,7,0
2015-03-07,4,0
2015-03-08,5,0
2015-03-09,6,0
2015-03-10,5,0
2015-03-11,6,0
2015-03-12,3,0
2015-03-13,2,2
2015-03-14,1,3
2015-03-15,1,4
2015-03-16,2,2
2015-03-17,3,0
2015-03-18,4,0
2015-03-19,3,0
2015-03-20,3,0
2015-03-21,4,0
2015-03-22,6,0
2015-03-23,8,0
2015-03-24,7,0
2015-03-25,3,0
2015-03-26,1,2
2015-03-27,1,3
2015-03-28,1,1
2015-03-29,1,1
2015-03-30,1,1
2015-03-31,4,0
2015-04-01,7,0
2015-04-02,8,0
2015-04-03,6,0
2015-04-04,5,0
2015-04-05,11,0
2015-04-06,13,0
2015-04-07,16,0
2015-04-08,13,0
2015-04-09,10,0
2015-04-10,9,0
2015-04-11,7,0
2015-04-12,4,0
2015-04-13,4,0
2015-04-14,7,0
2015-04-15,6,0
2015-04-16,4,0
2015-04-17,2,0
2015-04-18,2,0
2015-04-19,1,0
2015-04-20,3,0
2015-04-21,7,0
2015-04-22,7,0
2015-04-23,8,0
2015-04-24,9,0
2015-04-25,10,0
2015-04-26,7,0
2015-04-27,1,0
2015-04-28,1,3
2015-04-29,1,3
2015-04-30,0,5
2015-05-01,0,4
2015-05-02,0,2
2015-05-03,3,0
2015-05-04,4,0
2015-05-05,6,0
2015-05-06,7,0
2015-05-07,11,0
2015-05-08,12,0
2015-05-09,8,0
2015-05-10,3,0
2015-05-11,3,0
2015-05-12,6,0
2015-05-13,9,0
2015-05-14,11,0
2015-05-15,11,0
2015-05-16,8,0
2015-05-17,7,0
2015-05-18,7,0
2015-05-19,6,0
2015-05-20,5,0
2015-05-21,7,0
2015-05-22,7,0
2015-05-23,6,0
2015-05-24,4,0
2015-05-25,3,0
2015-05-26,3,0
2015-05-27,1,1
2015-05-28,0,1
2015-05-29,0,3
2015-05-30,0,5
2015-05-31,0,3
2015-06-01,1,1
2015-06-02,1,1
2015-06-03,1,1
2015-06-04,3,0
2015-06-05,2,1
2015-06-06,1,1
2015-06-07,0,5
2015-06-08,0,10
2015-06-09,0,7
2015-06-10,0,5
2015-06-11,0,5
2015-06-12,0,7
2015-06-13,0,7
2015-06-14,0,8
2015-06-15,0,7
2015-06-16,0,7
2015-06-17,0,8
2015-06-18,0,8
2015-06-19,0,9
2015-06-20,0,10
2015-06-21,0,7
2015-06-22,0,7
2015-06-23,0,8
2015-06-24,0,8
2015-06-25,0,10
2015-06-26,0,11
2015-06-27,0,10
2015-06-28,0,11
2015-06-29,0,13
2015-06-30,0,14
2015-07-01,0,13
2015-07-02,0,13
2015-07-03,0,11
2015-07-04,0,10
2015-07-05,0,8
2015-07-06,0,7
2015-07-07,0,6
2015-07-08,0,4
2015-07-09,0,2
2015-07-10,0,2
2015-07-11,0,3
2015-07-12,0,5
2015-07-13,0,7
2015-07-14,0,7
2015-07-15,0,7
2015-07-16,0,8
2015-07-17,0,9
2015-07-18,0,7
2015-07-19,0,8
2015-07-20,0,9
2015-07-21,0,9
2015-07-22,0,8
2015-07-23,0,6
2015-07-24,0,8
2015-07-25,0,9
2015-07-26,0,7
2015-07-27,0,7
2015-07-28,0,9
2015-07-29,0,11
2015-07-30,0,13
2015-07-31,0,13
2015-08-01,0,11
2015-08-02,0,10
2015-08-03,0,10
2015-08-04,0,8
2015-08-05,0,10
2015-08-06,0,9
2015-08-07,0,7
2015-08-08,0,6
2015-08-09,0,6
2015-08-10,0,6
2015-08-11,0,6
2015-08-12,0,8
2015-08-13,0,10
2015-08-14,0,12
2015-08-15,0,14
2015-08-16,0,16
2015-08-17,0,14
2015-08-18,0,11
2015-08-19,0,10
2015-08-20,0,8
2015-08-21,0,7
2015-08-22,0,8
2015-08-23,0,9
2015-08-24,0,10
2015-08-25,0,11
2015-08-26,0,13
2015-08-27,0,15
2015-08-28,0,16
2015-08-29,0,13
2015-08-30,0,9
2015-08-31,0,7
2015-09-01,0,7
2015-09-02,0,5
2015-09-03,0,3
2015-09-04,1,2
2015-09-05,1,3
2015-09-06,0,5
2015-09-07,0,9
2015-09-08,0,14
2015-09-09,0,15
2015-09-10,0,16
2015-09-11,0,16
2015-09-12,0,13
2015-09-13,0,12
2015-09-14,0,6
2015-09-15,1,4
2015-09-16,2,2
2015-09-17,1,2
2015-09-18,0,4
2015-09-19,0,8
2015-09-20,0,13
2015-09-21,0,12
2015-09-22,0,8
2015-09-23,0,8
2015-09-24,0,10
2015-09-25,0,12
2015-09-26,0,12
2015-09-27,0,10
2015-09-28,0,9
2015-09-29,0,6
2015-09-30,1,6
2015-10-01,1,5
2015-10-02,0,3
2015-10-03,1,3
2015-10-04,3,0
2015-10-05,3,0
2015-10-06,1,0
2015-10-07,0,3
2015-10-08,0,8
2015-10-09,0,11
2015-10-10,0,11
2015-10-11,0,10
2015-10-12,0,10
2015-10-13,0,11
2015-10-14,0,10
2015-10-15,0,7
2015-10-16,0,5
2015-10-17,1,3
2015-10-18,1,2
2015-10-19,3,0
2015-10-20,1,0
2015-10-21,1,1
2015-10-22,1,1
2015-10-23,1,2
2015-10-24,1,3
2015-10-25,1,3
2015-10-26,1,3
2015-10-27,2,2
2015-10-28,2,2
2015-10-29,2,1
2015-10-30,2,1
2015-10-31,1,3
2015-11-01,2,2
2015-11-02,6,0
2015-11-03,11,0
2015-11-04,13,0
2015-11-05,13,0
2015-11-06,11,0
2015-11-07,8,0
2015-11-08,9,0
2015-11-09,13,0
2015-11-10,15,0
2015-11-11,14,0
2015-11-12,12,0
2015-11-13,8,0
2015-11-14,8,0
2015-11-15,14,0
2015-11-16,17,0
2015-11-17,14,0
2015-11-18,10,0
2015-11-19,7,0
2015-11-20,4,0
2015-11-21,4,1
2015-11-22,4,1
2015-11-23,6,0
2015-11-24,12,0
2015-11-25,18,0
2015-11-26,21,0
2015-11-27,20,0
2015-11-28,20,0
2015-11-29,18,0
2015-11-30,19,0
2015-12-01,16,0
2015-12-02,13,0
2015-12-03,10,0
2015-12-04,14,0
2015-12-05,13,0
2015-12-06,10,0
2015-12-07,8,0
2015-12-08,6,0
2015-12-09,7,0
2015-12-10,10,0
2015-12-11,16,0
2015-12-12,18,0
2015-12-13,18,0
2015-12-14,21,0
2015-12-15,22,0
2015-12-16,22,0
2015-12-17,19,0
2015-12-18,16,0
2015-12-19,17,0
2015-12-20,20,0
2015-12-21,19,0
2015-12-22,14,0
2015-12-23,15,0
2015-12-24,19,0
2015-12-25,22,0
2015-12-26,23,0
2015-12-27,23,0
2015-12-28,25,0
2015-12-29,23,0
2015-12-30,22,0
2015-12-31,22,0
2016-01-01,22,0
2016-01-02,20,0
2016-01-03,17,0
2016-01-04,15,0
2016-01-05,16,0
2016-01-06,19,0
2016-01-07,19,0
2016-01-08,20,0
2016-01-09,20,0
2016-01-10,17,0
2016-01-11,16,0
2016-01-12,14,0
2016-01-13,16,0
2016-01-14,17,0
2016-01-15,16,0
2016-01-16,13,0
2016-01-17,12,0
2016-01-18,12,0
2016-01-19,13,0
2016-01-20,12,0
2016-01-21,10,0
2016-01-22,11,0
2016-01-23,13,0
2016-01-24,15,0
2016-01-25,14,0
2016-01-26,13,0
2016-01-27,11,0
2016-01-28,11,0
2016-01-29,10,0
2016-01-30,12,0
2016-01-31,17,0
2016-02-01,20,0
2016-02-02,22,0
2016-02-03,21,0
2016-02-04,17,0
2016-02-05,13,0
2016-02-06,10,0
2016-02-07,6,0
2016-02-08,3,0
2016-02-09,3,2
2016-02-10,3,1
2016-02-11,3,1
2016-02-12,3,0
2016-02-13,6,0
2016-02-14,5,0
2016-02-15,3,1
2016-02-16,2,2
2016-02-17,6,0
2016-02-18,11,0
2016-02-19,13,0
2016-02-20,12,0
2016-02-21,10,0
2016-02-22,8,0
2016-02-23,7,0
2016-02-24,5,0
2016-02-25,4,0
2016-02-26,5,0
2016-02-27,6,0
2016-02-28,6,0
2016-02-29,4,0
2016-03-01,4,0
2016-03-02,5,0
2016-03-03,6,0
2016-03-04,7,0
2016-03-05,9,0
2016-03-06,11,0
2016-03-07,17,0
2016-03-08,15,0
2016-03-09,11,0
2016-03-10,7,0
2016-03-11,11,0
2016-03-12,15,0
2016-03-13,15,0
2016-03-14,10,0
2016-03-15,9,0
2016-03-16,5,0
2016-03-17,4,0
2016-03-18,4,0
2016-03-19,5,0
2016-03-20,6,0
2016-03-21,9,0
2016-03-22,12,0
2016-03-23,10,0
2016-03-24,7,0
2016-03-25,6,0
2016-03-26,6,0
2016-03-27,7,0
2016-03-28,12,0
2016-03-29,15,0
2016-03-30,14,0
2016-03-31,11,0
2016-04-01,8,0
2016-04-02,5,0
2016-04-03,3,0
2016-04-04,3,0
2016-04-05,2,0
2016-04-06,0,2
2016-04-07,3,0
2016-04-08,7,0
2016-04-09,8,0
2016-04-10,9,0
2016-04-11,7,0
2016-04-12,7,0
2016-04-13,6,0
2016-04-14,8,0
2016-04-15,8,0
2016-04-16,4,0
2016-04-17,1,1
2016-04-18,0,3
2016-04-19,0,3
2016-04-20,1,2
2016-04-21,2,0
2016-04-22,7,0
2016-04-23,8,0
2016-04-24,7,0
2016-04-25,12,0
2016-04-26,10,0
2016-04-27,10,0
2016-04-28,10,0
2016-04-29,8,0
2016-04-30,7,0
2016-05-01,4,0
2016-05-02,3,0
2016-05-03,1,0
2016-05-04,3,0
2016-05-05,7,0
2016-05-06,9,0
2016-05-07,8,0
2016-05-08,7,0
2016-05-09,5,0
2016-05-10,3,0
2016-05-11,1,1
2016-05-12,0,2
2016-05-13,1,2
2016-05-14,3,0
2016-05-15,4,0
2016-05-16,3,0
2016-05-17,1,1
2016-05-18,0,3
2016-05-19,2,1
2016-05-20,8,0
2016-05-21,10,0
2016-05-22,8,0
2016-05-23,8,0
2016-05-24,7,0
2016-05-25,6,0
2016-05-26,4,0
2016-05-27,2,0
2016-05-28,1,1
2016-05-29,1,1
2016-05-30,0,3
2016-05-31,0,5
2016-06-01,0,6
2016-06-02,0,8
2016-06-03,0,10
2016-06-04,0,9
2016-06-05,0,7
2016-06-06,0,6
2016-06-07,0,6
2016-06-08,0,6
2016-06-09,0,4
2016-06-10,0,3
2016-06-11,1,1
2016-06-12,1,1
2016-06-13,1,1
2016-06-14,2,1
2016-06-15,4,0
2016-06-16,3,0
2016-06-17,2,2
2016-06-18,1,6
2016-06-19,0,10
2016-06-20,0,12
2016-06-21,0,12
2016-06-22,0,10
2016-06-23,0,8
2016-06-24,0,7
2016-06-25,0,9
2016-06-26,0,11
2016-06-27,0,13
2016-06-28,0,13
2016-06-29,0,12
2016-06-30,0,10
2016-07-01,0,9
2016-07-02,0,8
2016-07-03,0,7
2016-07-04,0,6
2016-07-05,0,6
2016-07-06,0,5
2016-07-07,0,5
2016-07-08,0,6
2016-07-09,0,7
2016-07-10,0,6
2016-07-11,0,5
2016-07-12,0,5
2016-07-13,0,8
2016-07-14,0,10
2016-07-15,0,10
2016-07-16,0,8
2016-07-17,0,7
2016-07-18,0,7
2016-07-19,0,7
2016-07-20,0,10
2016-07-21,0,11
2016-07-22,0,13
2016-07-23,0,13
2016-07-24,0,12
2016-07-25,0,13
2016-07-26,0,14
2016-07-27,0,15
2016-07-28,0,15
2016-07-29,0,15
2016-07-30,0,14
2016-07-31,0,12
2016-08-01,0,11
2016-08-02,0,11
2016-08-03,0,10
2016-08-04,0,9
2016-08-05,0,7
2016-08-06,0,7
2016-08-07,0,8
2016-08-08,0,8
2016-08-09,0,7
2016-08-10,0,7
2016-08-11,0,8
2016-08-12,0,10
2016-08-13,0,12
2016-08-14,0,14
2016-08-15,0,13
2016-08-16,0,12
2016-08-17,0,13
2016-08-18,0,11
2016-08-19,0,10
2016-08-20,0,10
2016-08-21,0,10
2016-08-22,0,9
2016-08-23,0,9
2016-08-24,0,9
2016-08-25,0,8
2016-08-26,0,5
2016-08-27,0,5
2016-08-28,0,8
2016-08-29,0,10
2016-08-30,0,11
2016-08-31,0,11
2016-09-01,0,8
2016-09-02,0,7
2016-09-03,0,4
2016-09-04,1,2
2016-09-05,0,2
2016-09-06,0,5
2016-09-07,0,7
2016-09-08,0,7
2016-09-09,0,8
2016-09-10,0,8
2016-09-11,0,7
2016-09-12,1,3
2016-09-13,2,0
2016-09-14,1,0
2016-09-15,0,2
2016-09-16,0,4
2016-09-17,0,7
2016-09-18,0,11
2016-09-19,0,12
2016-09-20,0,9
2016-09-21,0,6
2016-09-22,2,1
2016-09-23,2,1
2016-09-24,0,4
2016-09-25,0,10
2016-09-26,0,13
2016-09-27,0,12
2016-09-28,0,9
2016-09-29,0,8
2016-09-30,0,6
2016-10-01,2,4
2016-10-02,3,1
2016-10-03,5,0
2016-10-04,4,0
2016-10-05,3,0
2016-10-06,2,2
2016-10-07,1,4
2016-10-08,0,7
2016-10-09,0,7
2016-10-10,0,4
2016-10-11,1,1
2016-10-12,2,0
2016-10-13,2,0
2016-10-14,2,1
2016-10-15,2,0
2016-10-16,3,0
2016-10-17,4,0
2016-10-18,4,0
2016-10-19,3,2
2016-10-20,1,4
2016-10-21,1,5
2016-10-22,1,2
2016-10-23,2,1
2016-10-24,4,0
2016-10-25,3,0
2016-10-26,1,0
2016-10-27,3,1
2016-10-28,3,1
2016-10-29,2,1
2016-10-30,4,0
2016-10-31,8,0
2016-11-01,9,0
2016-11-02,6,0
2016-11-03,3,1
2016-11-04,2,1
2016-11-05,3,1
2016-11-06,4,0
2016-11-07,2,0
2016-11-08,1,2
2016-11-09,1,3
2016-11-10,1,3
2016-11-11,1,2
2016-11-12,2,1
2016-11-13,2,2
2016-11-14,2,2
2016-11-15,3,0
2016-11-16,9,0
2016-11-17,13,0
2016-11-18,11,0
2016-11-19,11,0
2016-11-20,10,0
2016-11-21,12,0
2016-11-22,13,0
2016-11-23,13,0
2016-11-24,12,0
2016-11-25,12,0
2016-11-26,17,0
2016-11-27,17,0
2016-11-28,17,0
2016-11-29,16,0
2016-11-30,17,0
2016-12-01,17,0
2016-12-02,17,0
2016-12-03,16,0
2016-12-04,13,0
2016-12-05,15,0
2016-12-06,17,0
2016-12-07,19,0
2016-12-08,17,0
2016-12-09,12,0
2016-12-10,10,0
2016-12-11,11,0
2016-12-12,12,0
2016-12-13,11,0
2016-12-14,10,0
2016-12-15,11,0
2016-12-16,15,0
2016-12-17,22,0
2016-12-18,23,0
2016-12-19,19,0
2016-12-20,14,0
2016-12-21,13,0
2016-12-22,15,0
2016-12-23,18,0
2016-12-24,21,0
2016-12-25,25,0
2016-12-26,23,0
2016-12-27,18,0
2016-12-28,14,0
2016-12-29,11,0
2016-12-30,15,0
2016-12-31,18,0
2017-01-01,21,0
2017-01-02,22,0
2017-01-03,19,0
2017-01-04,17,0
2017-01-05,16,0
2017-01-06,20,0
2017-01-07,18,0
2017-01-08,10,0
2017-01-09,13,0
2017-01-10,15,0
2017-01-11,15,0
2017-01-12,18,0
2017-01-13,20,0
2017-01-14,17,0
2017-01-15,18,0
2017-01-16,17,0
2017-01-17,18,0
2017-01-18,19,0
2017-01-19,18,0
2017-01-20,19,0
2017-01-21,19,0
2017-01-22,19,0
2017-01-23,20,0
2017-01-24,22,0
2017-01-25,22,0
2017-01-26,22,0
2017-01-27,20,0
2017-01-28,15,0
2017-01-29,12,0
2017-01-30,10,0
2017-01-31,10,0
2017-02-01,13,0
2017-02-02,14,0
2017-02-03,13,0
2017-02-04,12,0
2017-02-05,15,0
2017-02-06,14,0
2017-02-07,11,0
2017-02-08,7,0
2017-02-09,6,0
2017-02-10,9,0
2017-02-11,14,0
2017-02-12,13,0
2017-02-13,11,0
2017-02-14,9,0
2017-02-15,8,0
2017-02-16,11,0
2017-02-17,14,0
2017-02-18,15,0
2017-02-19,17,0
2017-02-20,14,0
2017-02-21,11,0
2017-02-22,16,0
2017-02-23,21,0
2017-02-24,22,0
2017-02-25,21,0
2017-02-26,21,0
2017-02-27,20,0
2017-02-28,18,0
2017-03-01,16,0
2017-03-02,11,0
2017-03-03,9,0
2017-03-04,13,0
2017-03-05,18,0
2017-03-06,21,0
2017-03-07,16,0
2017-03-08,10,0
2017-03-09,5,0
2017-03-10,4,0
2017-03-11,3,0
2017-03-12,2,0
2017-03-13,2,1
2017-03-14,1,1
2017-03-15,2,1
2017-03-16,3,0
2017-03-17,3,0
2017-03-18,4,0
2017-03-19,4,0
2017-03-20,7,0
2017-03-21,8,0
2017-03-22,11,0
2017-03-23,13,0
2017-03-24,13,0
2017-03-25,11,0
2017-03-26,11,0
2017-03-27,11,0
2017-03-28,9,0
2017-03-29,5,0
2017-03-30,8,0
2017-03-31,10,0
2017-04-01,7,0
2017-04-02,5,0
2017-04-03,7,0
2017-04-04,6,0
2017-04-05,3,0
2017-04-06,5,0
2017-04-07,8,0
2017-04-08,12,0
2017-04-09,13,0
2017-04-10,10,0
2017-04-11,9,0
2017-04-12,7,0
2017-04-13,10,0
2017-04-14,12,0
2017-04-15,9,0
2017-04-16,8,0
2017-04-17,7,0
2017-04-18,5,0
2017-04-19,5,0
2017-04-20,6,0
2017-04-21,2,1
2017-04-22,3,2
2017-04-23,4,0
2017-04-24,8,0
2017-04-25,7,0
2017-04-26,5,0
2017-04-27,4,0
2017-04-28,5,0
2017-04-29,3,0
2017-04-30,2,1
2017-05-01,0,2
2017-05-02,0,4
2017-05-03,0,6
2017-05-04,0,6
2017-05-05,1,1
2017-05-06,10,0
2017-05-07,12,0
2017-05-08,7,0
2017-05-09,4,0
2017-05-10,6,0
2017-05-11,3,0
2017-05-12,6,0
2017-05-13,8,0
2017-05-14,10,0
2017-05-15,11,0
2017-05-16,11,0
2017-05-17,9,0
2017-05-18,4,0
2017-05-19,0,1
2017-05-20,0,5
2017-05-21,0,6
2017-05-22,0,6
2017-05-23,0,7
2017-05-24,0,4
2017-05-25,5,0
2017-05-26,5,0
2017-05-27,3,0
2017-05-28,1,1
2017-05-29,0,1
2017-05-30,1,2
2017-05-31,2,0
2017-06-01,0,0
2017-06-02,0,3
2017-06-03,0,5
2017-06-04,0,5
2017-06-05,0,4
2017-06-06,0,3
2017-06-07,0,2
2017-06-08,2,1
2017-06-09,2,1
2017-06-10,4,0
2017-06-11,7,0
2017-06-12,7,0
2017-06-13,2,0
2017-06-14,0,2
2017-06-15,0,5
2017-06-16,0,9
2017-06-17,0,10
2017-06-18,0,13
2017-06-19,0,14
2017-06-20,0,14
2017-06-21,0,13
2017-06-22,0,12
2017-06-23,0,11
2017-06-24,0,11
2017-06-25,0,12
2017-06-26,0,10
2017-06-27,0,8
2017-06-28,0,6
2017-06-29,0,5
2017-06-30,0,6
2017-07-01,0,6
2017-07-02,0,6
2017-07-03,0,8
2017-07-04,0,10
2017-07-05,0,10
2017-07-06,0,13
2017-07-07,0,15
2017-07-08,0,16
2017-07-09,0,14
2017-07-10,0,13
2017-07-11,0,11
2017-07-12,0,10
2017-07-13,0,10
2017-07-14,0,11
2017-07-15,0,13
2017-07-16,0,13
2017-07-17,0,12
2017-07-18,0,11
2017-07-19,0,10
2017-07-20,0,9
2017-07-21,0,8
2017-07-22,0,10
2017-07-23,0,11
2017-07-24,0,8
2017-07-25,0,9
2017-07-26,0,10
2017-07-27,0,11
2017-07-28,0,11
2017-07-29,0,11
2017-07-30,0,11
2017-07-31,0,12
2017-08-01,0,14
2017-08-02,0,15
2017-08-03,0,15
2017-08-04,0,14
2017-08-05,0,11
2017-08-06,0,10
2017-08-07,0,9
2017-08-08,0,10
2017-08-09,0,10
2017-08-10,0,10
2017-08-11,0,10
2017-08-12,0,10
2017-08-13,0,9
2017-08-14,0,5
2017-08-15,0,3
2017-08-16,0,4
2017-08-17,0,6
2017-08-18,0,8
2017-08-19,0,9
2017-08-20,0,7
2017-08-21,0,7
2017-08-22,0,8
2017-08-23,0,8
2017-08-24,0,8
2017-08-25,0,9
2017-08-26,0,13
2017-08-27,0,14
2017-08-28,0,15
2017-08-29,0,15
2017-08-30,0,15
2017-08-31,0,15
2017-09-01,0,18
2017-09-02,0,19
2017-09-03,0,17
2017-09-04,0,12
2017-09-05,0,12
2017-09-06,0,11
2017-09-07,0,9
2017-09-08,0,7
2017-09-09,0,7
2017-09-10,0,10
2017-09-11,0,13
2017-09-12,0,10
2017-09-13,0,6
2017-09-14,0,1
2017-09-15,0,1
2017-09-16,0,2
2017-09-17,0,2
2017-09-18,1,3
2017-09-19,1,1
2017-09-20,2,1
2017-09-21,4,0
2017-09-22,7,0
2017-09-23,5,0
2017-09-24,2,0
2017-09-25,1,2
2017-09-26,0,3
2017-09-27,0,5
2017-09-28,0,6
2017-09-29,0,6
2017-09-30,0,3
2017-10-01,1,1
2017-10-02,2,0
2017-10-03,6,0
2017-10-04,3,0
2017-10-05,2,1
2017-10-06,0,4
2017-10-07,0,6
2017-10-08,1,2
2017-10-09,1,1
2017-10-10,1,1
2017-10-11,3,0
2017-10-12,4,0
2017-10-13,4,0
2017-10-14,3,2
2017-10-15,1,4
2017-10-16,1,6
2017-10-17,1,6
2017-10-18,1,4
2017-10-19,3,1
2017-10-20,7,0
2017-10-21,6,0
2017-10-22,3,2
2017-10-23,1,7
2017-10-24,0,8
2017-10-25,0,9
2017-10-26,0,6
2017-10-27,0,5
2017-10-28,0,3
2017-10-29,1,1
2017-10-30,6,0
2017-10-31,7,0
2017-11-01,6,0
2017-11-02,9,0
2017-11-03,9,0
2017-11-04,8,0
2017-11-05,11,0
2017-11-06,10,0
2017-11-07,8,0
2017-11-08,8,0
2017-11-09,8,0
2017-11-10,8,0
2017-11-11,8,0
2017-11-12,9,0
2017-11-13,7,0
2017-11-14,7,0
2017-11-15,5,0
2017-11-16,4,0
2017-11-17,6,0
2017-11-18,10,0
2017-11-19,11,0
2017-11-20,9,0
2017-11-21,3,1
2017-11-22,1,3
2017-11-23,2,3
2017-11-24,2,2
2017-11-25,2,2
2017-11-26,4,0
2017-11-27,11,0
2017-11-28,13,0
2017-11-29,10,0
2017-11-30,10,0
2017-12-01,9,0
2017-12-02,9,0
2017-12-03,12,0
2017-12-04,16,0
2017-12-05,15,0
2017-12-06,13,0
2017-12-07,10,0
2017-12-08,8,0
2017-12-09,7,0
2017-12-10,7,0
2017-12-11,6,0
2017-12-12,8,0
2017-12-13,8,0
2017-12-14,8,0
2017-12-15,8,0
2017-12-16,14,0
2017-12-17,14,0
2017-12-18,13,0
2017-12-19,14,0
2017-12-20,18,0
2017-12-21,21,0
2017-12-22,21,0
2017-12-23,17,0
2017-12-24,13,0
2017-12-25,12,0
2017-12-26,12,0
2017-12-27,10,0
2017-12-28,9,0
2017-12-29,7,0
2017-12-30,8,0
2017-12-31,11,0
2018-01-01,10,0
2018-01-02,8,0
2018-01-03,9,0
2018-01-04,8,0
2018-01-05,7,0
2018-01-06,8,0
2018-01-07,9,0
2018-01-08,11,0
2018-01-09,12,0
2018-01-10,14,0
2018-01-11,12,0
2018-01-12,10,0
2018-01-13,7,0
2018-01-14,6,0
2018-01-15,8,0
2018-01-16,9,0
2018-01-17,7,0
2018-01-18,7,0
2018-01-19,14,0
2018-01-20,19,0
2018-01-21,20,0
2018-01-22,18,0
2018-01-23,14,0
